,Suburb,Price,Date,CouncilArea
215,Altona North,760000.0,27/06/2016,Hobsons Bay
216,Altona North,847500.0,27/06/2016,Hobsons Bay
217,Altona North,1200000.0,27/11/2016,Hobsons Bay
218,Altona North,700000.0,27/11/2016,Hobsons Bay
219,Altona North,625000.0,28/05/2016,Hobsons Bay
220,Altona North,292000.0,28/08/2016,Hobsons Bay
221,Armadale,599000.0,3/09/2016,Stonnington
222,Armadale,550000.0,3/12/2016,Stonnington
223,Armadale,995000.0,3/12/2016,Stonnington
224,Armadale,1205000.0,3/12/2016,Stonnington
225,Armadale,1939000.0,3/12/2016,Stonnington
226,Armadale,421500.0,3/12/2016,Stonnington
227,Armadale,1870000.0,4/03/2017,Stonnington
228,Armadale,678000.0,4/03/2017,Stonnington
229,Armadale,1918000.0,4/03/2017,Stonnington
230,Armadale,660000.0,4/03/2017,Stonnington
231,Armadale,2050000.0,4/03/2017,Stonnington
232,Armadale,700000.0,4/06/2016,Stonnington
233,Armadale,3625000.0,4/06/2016,Stonnington
234,Armadale,3000000.0,4/06/2016,Stonnington
235,Armadale,1525000.0,7/05/2016,Stonnington
236,Armadale,735000.0,7/05/2016,Stonnington
237,Armadale,825000.0,7/05/2016,Stonnington
238,Armadale,1586000.0,7/05/2016,Stonnington
239,Armadale,645000.0,8/10/2016,Stonnington
240,Armadale,1435000.0,8/10/2016,Stonnington
241,Armadale,280000.0,10/09/2016,Stonnington
242,Armadale,400000.0,10/12/2016,Stonnington
243,Armadale,1780000.0,10/12/2016,Stonnington
244,Armadale,592500.0,10/12/2016,Stonnington
245,Armadale,1210000.0,12/11/2016,Stonnington
246,Armadale,2801000.0,12/11/2016,Stonnington
247,Armadale,390000.0,14/05/2016,Stonnington
248,Armadale,1800000.0,15/10/2016,Stonnington
249,Armadale,2200000.0,15/10/2016,Stonnington
250,Armadale,324000.0,16/04/2016,Stonnington
251,Armadale,5525000.0,17/09/2016,Stonnington
252,Armadale,1125000.0,17/09/2016,Stonnington
253,Armadale,2250000.0,17/09/2016,Stonnington
254,Armadale,2360000.0,18/03/2017,Stonnington
255,Armadale,1900000.0,18/03/2017,Stonnington
256,Armadale,440000.0,18/03/2017,Stonnington
257,Armadale,490000.0,18/06/2016,Stonnington
258,Armadale,2365000.0,18/06/2016,Stonnington
259,Armadale,1300000.0,18/06/2016,Stonnington
260,Armadale,732000.0,18/06/2016,Stonnington
261,Armadale,704000.0,19/11/2016,Stonnington
262,Armadale,620000.0,19/11/2016,Stonnington
263,Armadale,1900000.0,22/05/2016,Stonnington
264,Armadale,315000.0,22/08/2016,Stonnington
265,Armadale,450000.0,24/09/2016,Stonnington
266,Armadale,710000.0,25/02/2017,Stonnington
267,Armadale,872000.0,25/02/2017,Stonnington
268,Armadale,598000.0,25/02/2017,Stonnington
269,Armadale,1285000.0,25/02/2017,Stonnington
270,Armadale,3660000.0,25/02/2017,Stonnington
271,Armadale,520000.0,27/06/2016,Stonnington
272,Armadale,3625000.0,27/11/2016,Stonnington
273,Armadale,4200000.0,27/11/2016,Stonnington
274,Armadale,1101000.0,27/11/2016,Stonnington
275,Armadale,3512500.0,27/11/2016,Stonnington
276,Armadale,2000000.0,28/05/2016,Stonnington
277,Armadale,869000.0,28/05/2016,Stonnington
278,Armadale,2810000.0,28/08/2016,Stonnington
279,Armadale,565000.0,28/08/2016,Stonnington
280,Armadale,567000.0,28/08/2016,Stonnington
281,Armadale,546000.0,30/07/2016,Stonnington
282,Armadale,471500.0,30/07/2016,Stonnington
283,Ascot Vale,455000.0,3/09/2016,Moonee Valley
284,Ascot Vale,940000.0,3/12/2016,Moonee Valley
285,Ascot Vale,467000.0,3/12/2016,Moonee Valley
286,Ascot Vale,1380000.0,4/03/2017,Moonee Valley
287,Ascot Vale,490000.0,4/03/2017,Moonee Valley
288,Ascot Vale,1850000.0,4/03/2017,Moonee Valley
289,Ascot Vale,1284000.0,4/03/2017,Moonee Valley
290,Ascot Vale,971000.0,4/06/2016,Moonee Valley
291,Ascot Vale,710000.0,4/06/2016,Moonee Valley
292,Ascot Vale,2425000.0,4/06/2016,Moonee Valley
293,Ascot Vale,750000.0,4/06/2016,Moonee Valley
294,Ascot Vale,1053000.0,6/08/2016,Moonee Valley
295,Ascot Vale,1377000.0,6/08/2016,Moonee Valley
296,Ascot Vale,970000.0,7/05/2016,Moonee Valley
297,Ascot Vale,940000.0,7/05/2016,Moonee Valley
298,Ascot Vale,751000.0,7/05/2016,Moonee Valley
299,Ascot Vale,950000.0,7/05/2016,Moonee Valley
300,Ascot Vale,685000.0,7/11/2016,Moonee Valley
301,Ascot Vale,1230000.0,8/10/2016,Moonee Valley
302,Ascot Vale,636500.0,8/10/2016,Moonee Valley
303,Ascot Vale,910000.0,8/10/2016,Moonee Valley
304,Ascot Vale,770000.0,10/09/2016,Moonee Valley
305,Ascot Vale,960000.0,10/12/2016,Moonee Valley
306,Ascot Vale,890000.0,10/12/2016,Moonee Valley
307,Ascot Vale,965000.0,10/12/2016,Moonee Valley
308,Ascot Vale,1440000.0,11/02/2017,Moonee Valley
309,Ascot Vale,955000.0,11/03/2017,Moonee Valley
310,Ascot Vale,450000.0,12/11/2016,Moonee Valley
311,Ascot Vale,801000.0,12/11/2016,Moonee Valley
312,Ascot Vale,1000000.0,12/11/2016,Moonee Valley
313,Ascot Vale,1435000.0,12/11/2016,Moonee Valley
314,Ascot Vale,390000.0,12/11/2016,Moonee Valley
315,Ascot Vale,1425000.0,13/08/2016,Moonee Valley
316,Ascot Vale,1340000.0,14/05/2016,Moonee Valley
317,Ascot Vale,955000.0,14/05/2016,Moonee Valley
318,Ascot Vale,1100000.0,15/10/2016,Moonee Valley
319,Ascot Vale,1255000.0,15/10/2016,Moonee Valley
320,Ascot Vale,432000.0,15/10/2016,Moonee Valley
321,Ascot Vale,1640000.0,16/04/2016,Moonee Valley
322,Ascot Vale,1430000.0,16/04/2016,Moonee Valley
323,Ascot Vale,610000.0,16/04/2016,Moonee Valley
324,Ascot Vale,940000.0,16/04/2016,Moonee Valley
325,Ascot Vale,890000.0,16/07/2016,Moonee Valley
326,Ascot Vale,1180000.0,17/09/2016,Moonee Valley
327,Ascot Vale,1480000.0,17/09/2016,Moonee Valley
328,Ascot Vale,1150000.0,18/03/2017,Moonee Valley
329,Ascot Vale,1350000.0,18/03/2017,Moonee Valley
330,Ascot Vale,1905000.0,18/03/2017,Moonee Valley
331,Ascot Vale,865000.0,18/03/2017,Moonee Valley
332,Ascot Vale,705000.0,18/06/2016,Moonee Valley
333,Ascot Vale,442000.0,18/06/2016,Moonee Valley
334,Ascot Vale,540000.0,19/11/2016,Moonee Valley
335,Ascot Vale,1037500.0,19/11/2016,Moonee Valley
336,Ascot Vale,1050000.0,19/11/2016,Moonee Valley
337,Ascot Vale,440000.0,19/11/2016,Moonee Valley
338,Ascot Vale,1010000.0,19/11/2016,Moonee Valley
339,Ascot Vale,1430000.0,22/05/2016,Moonee Valley
340,Ascot Vale,570000.0,22/05/2016,Moonee Valley
341,Ascot Vale,690000.0,22/05/2016,Moonee Valley
342,Ascot Vale,1291000.0,23/04/2016,Moonee Valley
343,Ascot Vale,1130000.0,23/04/2016,Moonee Valley
344,Ascot Vale,1135000.0,24/09/2016,Moonee Valley
345,Ascot Vale,950000.0,24/09/2016,Moonee Valley
346,Ascot Vale,790000.0,24/09/2016,Moonee Valley
347,Ascot Vale,390000.0,25/02/2017,Moonee Valley
348,Ascot Vale,1345000.0,25/02/2017,Moonee Valley
349,Ascot Vale,1381500.0,25/02/2017,Moonee Valley
350,Ascot Vale,940000.0,26/07/2016,Moonee Valley
351,Ascot Vale,995000.0,26/07/2016,Moonee Valley
352,Ascot Vale,1050000.0,26/07/2016,Moonee Valley
353,Ascot Vale,786000.0,26/07/2016,Moonee Valley
354,Ascot Vale,705000.0,27/06/2016,Moonee Valley
355,Ascot Vale,760000.0,27/06/2016,Moonee Valley
356,Ascot Vale,487500.0,27/06/2016,Moonee Valley
357,Ascot Vale,1000000.0,27/11/2016,Moonee Valley
358,Ascot Vale,1110000.0,27/11/2016,Moonee Valley
359,Ascot Vale,1300000.0,27/11/2016,Moonee Valley
360,Ascot Vale,1060000.0,27/11/2016,Moonee Valley
361,Ascot Vale,1410000.0,27/11/2016,Moonee Valley
362,Ascot Vale,1305000.0,28/05/2016,Moonee Valley
363,Ascot Vale,932500.0,28/05/2016,Moonee Valley
364,Ascot Vale,965000.0,28/08/2016,Moonee Valley
365,Ascot Vale,1215000.0,28/08/2016,Moonee Valley
366,Ascot Vale,545000.0,28/08/2016,Moonee Valley
367,Ascot Vale,1705000.0,30/07/2016,Moonee Valley
368,Ascot Vale,970000.0,30/07/2016,Moonee Valley
369,Ascot Vale,925000.0,30/07/2016,Moonee Valley
370,Ashburton,2650000.0,3/09/2016,Boroondara
371,Ashburton,1670000.0,3/12/2016,Boroondara
372,Ashburton,955000.0,3/12/2016,Boroondara
373,Ashburton,2050000.0,3/12/2016,Boroondara
374,Ashburton,500000.0,4/03/2017,Boroondara
375,Ashburton,1575000.0,4/03/2017,Boroondara
376,Ashburton,1555000.0,4/06/2016,Boroondara
377,Ashburton,1100000.0,8/10/2016,Boroondara
378,Ashburton,1337000.0,8/10/2016,Boroondara
379,Ashburton,2950000.0,10/09/2016,Boroondara
380,Ashburton,2215000.0,10/09/2016,Boroondara
381,Ashburton,1518000.0,10/09/2016,Boroondara
382,Ashburton,1710000.0,10/12/2016,Boroondara
383,Ashburton,1655000.0,10/12/2016,Boroondara
384,Ashburton,1550000.0,12/11/2016,Boroondara
385,Ashburton,1662000.0,14/05/2016,Boroondara
386,Ashburton,1665000.0,15/10/2016,Boroondara
387,Ashburton,1445000.0,16/04/2016,Boroondara
388,Ashburton,3510000.0,18/03/2017,Boroondara
389,Ashburton,968000.0,18/06/2016,Boroondara
390,Ashburton,900000.0,19/11/2016,Boroondara
391,Ashburton,1500000.0,22/05/2016,Boroondara
392,Ashburton,2752000.0,22/08/2016,Boroondara
393,Ashburton,1500000.0,22/08/2016,Boroondara
394,Ashburton,1800000.0,25/02/2017,Boroondara
395,Ashburton,1830000.0,25/02/2017,Boroondara
396,Ashburton,1415000.0,27/06/2016,Boroondara
397,Ashburton,1440000.0,27/06/2016,Boroondara
398,Ashburton,1250000.0,27/11/2016,Boroondara
399,Ashburton,1422000.0,27/11/2016,Boroondara
400,Ashburton,1600000.0,27/11/2016,Boroondara
401,Ashburton,1860000.0,27/11/2016,Boroondara
402,Ashburton,1710000.0,27/11/2016,Boroondara
403,Ashburton,1790000.0,28/05/2016,Boroondara
404,Ashburton,1950000.0,28/05/2016,Boroondara
405,Ashburton,1600000.0,28/05/2016,Boroondara
406,Ashburton,1320000.0,28/08/2016,Boroondara
407,Ashburton,1650000.0,28/08/2016,Boroondara
408,Ashwood,995000.0,3/09/2016,Monash
409,Ashwood,1250000.0,3/12/2016,Monash
410,Ashwood,1045000.0,4/03/2017,Monash
411,Ashwood,1200000.0,4/03/2017,Monash
412,Ashwood,1075000.0,4/06/2016,Monash
413,Ashwood,1500000.0,6/08/2016,Monash
414,Ashwood,1120000.0,7/05/2016,Monash
415,Ashwood,700000.0,7/11/2016,Monash
416,Ashwood,761000.0,7/11/2016,Monash
417,Ashwood,1270000.0,8/10/2016,Monash
418,Ashwood,1510000.0,8/10/2016,Monash
419,Ashwood,1365000.0,10/09/2016,Monash
420,Ashwood,1100000.0,10/12/2016,Monash
421,Ashwood,1415000.0,13/08/2016,Monash
422,Ashwood,690000.0,14/05/2016,Monash
423,Ashwood,1631000.0,15/10/2016,Monash
424,Ashwood,1500000.0,15/10/2016,Monash
425,Ashwood,1060000.0,16/07/2016,Monash
426,Ashwood,1529500.0,17/09/2016,Monash
427,Ashwood,600000.0,18/03/2017,Monash
428,Ashwood,535000.0,18/06/2016,Monash
429,Ashwood,785000.0,19/11/2016,Monash
430,Ashwood,1240000.0,19/11/2016,Monash
431,Ashwood,700000.0,22/08/2016,Monash
432,Ashwood,1350000.0,24/09/2016,Monash
433,Ashwood,1110000.0,24/09/2016,Monash
434,Ashwood,1305000.0,25/02/2017,Monash
435,Ashwood,855000.0,25/02/2017,Monash
436,Ashwood,900500.0,27/11/2016,Monash
437,Ashwood,1200000.0,28/05/2016,Monash
438,Ashwood,830000.0,28/08/2016,Monash
439,Avondale Heights,850000.0,3/09/2016,Moonee Valley
440,Avondale Heights,750000.0,3/09/2016,Moonee Valley
441,Avondale Heights,851000.0,3/12/2016,Moonee Valley
442,Avondale Heights,848000.0,4/03/2017,Moonee Valley
443,Avondale Heights,806000.0,4/03/2017,Moonee Valley
444,Avondale Heights,1155000.0,4/06/2016,Moonee Valley
445,Avondale Heights,670000.0,4/06/2016,Moonee Valley
446,Avondale Heights,1200000.0,4/06/2016,Moonee Valley
447,Avondale Heights,636000.0,4/06/2016,Moonee Valley
448,Avondale Heights,680000.0,6/08/2016,Moonee Valley
449,Avondale Heights,1160000.0,7/05/2016,Moonee Valley
450,Avondale Heights,750000.0,8/10/2016,Moonee Valley
451,Avondale Heights,627500.0,8/10/2016,Moonee Valley
452,Avondale Heights,880000.0,8/10/2016,Moonee Valley
453,Avondale Heights,950000.0,10/12/2016,Moonee Valley
454,Avondale Heights,1600000.0,10/12/2016,Moonee Valley
455,Avondale Heights,585000.0,11/02/2017,Moonee Valley
456,Avondale Heights,650000.0,15/10/2016,Moonee Valley
457,Avondale Heights,725000.0,15/10/2016,Moonee Valley
458,Avondale Heights,665000.0,16/04/2016,Moonee Valley
459,Avondale Heights,560500.0,16/04/2016,Moonee Valley
460,Avondale Heights,615000.0,16/07/2016,Moonee Valley
461,Avondale Heights,845000.0,16/07/2016,Moonee Valley
462,Avondale Heights,585000.0,17/09/2016,Moonee Valley
463,Avondale Heights,440000.0,18/03/2017,Moonee Valley
464,Avondale Heights,850000.0,18/03/2017,Moonee Valley
465,Avondale Heights,850000.0,18/06/2016,Moonee Valley
466,Avondale Heights,705000.0,22/05/2016,Moonee Valley
467,Avondale Heights,1100000.0,22/05/2016,Moonee Valley
468,Avondale Heights,892500.0,22/05/2016,Moonee Valley
469,Avondale Heights,695000.0,23/04/2016,Moonee Valley
470,Avondale Heights,522500.0,24/09/2016,Moonee Valley
471,Avondale Heights,680000.0,24/09/2016,Moonee Valley
472,Avondale Heights,500000.0,24/09/2016,Moonee Valley
473,Avondale Heights,550000.0,24/09/2016,Moonee Valley
474,Avondale Heights,730000.0,25/02/2017,Moonee Valley
475,Avondale Heights,875000.0,25/02/2017,Moonee Valley
476,Avondale Heights,850000.0,25/02/2017,Moonee Valley
477,Avondale Heights,635000.0,26/07/2016,Moonee Valley
478,Avondale Heights,762000.0,26/07/2016,Moonee Valley
479,Avondale Heights,411000.0,27/11/2016,Moonee Valley
480,Avondale Heights,790000.0,27/11/2016,Moonee Valley
481,Avondale Heights,605000.0,27/11/2016,Moonee Valley
482,Avondale Heights,805000.0,27/11/2016,Moonee Valley
483,Avondale Heights,890000.0,27/11/2016,Moonee Valley
484,Avondale Heights,795000.0,28/05/2016,Moonee Valley
485,Avondale Heights,634000.0,28/05/2016,Moonee Valley
486,Avondale Heights,642000.0,28/08/2016,Moonee Valley
487,Avondale Heights,863000.0,28/08/2016,Moonee Valley
488,Avondale Heights,740000.0,28/08/2016,Moonee Valley
489,Balaclava,1819000.0,3/09/2016,Port Phillip
490,Balaclava,410000.0,3/12/2016,Port Phillip
491,Balaclava,280000.0,7/05/2016,Port Phillip
492,Balaclava,1015000.0,7/11/2016,Port Phillip
493,Balaclava,502500.0,15/10/2016,Port Phillip
494,Balaclava,520000.0,15/10/2016,Port Phillip
495,Balaclava,442000.0,17/09/2016,Port Phillip
496,Balaclava,1193000.0,18/06/2016,Port Phillip
497,Balaclava,416000.0,18/06/2016,Port Phillip
498,Balaclava,820000.0,19/11/2016,Port Phillip
499,Balaclava,474000.0,22/05/2016,Port Phillip
500,Balaclava,981000.0,25/02/2017,Port Phillip
501,Balaclava,1690000.0,25/02/2017,Port Phillip
502,Balaclava,540000.0,27/06/2016,Port Phillip
503,Balaclava,1080000.0,27/06/2016,Port Phillip
504,Balaclava,500000.0,27/11/2016,Port Phillip
